Correlation,Article 1,Article 2
1.0,10339171,80393249
1.0,10339171,20476346
1.0,10339171,80089239
1.0,10502379,80502111
1.0,10339171,20440362
1.0,10339171,10502379
1.0,10339171,461379
1.0,10339171,20482494
1.0,10339171,30466224
1.0,10339171,60357247
1.0,10339171,80461380
1.0,10339171,70177255
1.0,10339171,60280205
1.0,10339171,90460573
1.0,10339171,80236103
1.0,10339171,30393497
1.0,10339171,50516063
1.0,10339171,20549668
1.0,10502379,20440362
1.0,20393247,60280205
1.0,30393497,30466224
1.0,20440362,80461380
1.0,30393497,80393249
1.0,30393497,80461380
1.0,30393497,70177255
1.0,30393497,502105
1.0,30393497,20393247
1.0,30393497,60280205
1.0,20440362,80502111
1.0,20440362,10502379
1.0,20440362,90066708
1.0,20440362,461379
1.0,20440362,10339171
1.0,20440362,30466224
1.0,20440362,80393249
1.0,20440362,30393497
1.0,20440362,70177255
1.0,20393247,502105
1.0,20440362,502105
1.0,20440362,20393247
1.0,20440362,60280205
1.0,20393247,80502111
1.0,20393247,20440362
1.0,20393247,10502379
1.0,20393247,90066708
1.0,20393247,461379
1.0,20393247,10339171
1.0,20393247,30466224
1.0,20393247,80393249
1.0,20393247,30393497
1.0,20393247,80461380
1.0,20393247,70177255
1.0,90404822,70214564
1.0,90404822,70256931
1.0,80502111,10502379
1.0,60245962,80261258
1.0,60245962,90245946
1.0,60245962,40348715
1.0,60245962,351248
1.0,60245962,296313
1.0,60245962,60245957
1.0,60245962,70245952
1.0,60245962,70488318
1.0,40351246,60293566
1.0,60245962,40351246
1.0,60245962,40291667
1.0,60245962,40291672
1.0,60245962,60295532
1.0,60245962,90294512
1.0,60245962,60293566
1.0,60245957,40295528
1.0,60245957,40296311
1.0,60245957,60293566
1.0,60245957,90294512
1.0,60245957,60295532
1.0,60245957,40291672
1.0,60245957,40291667
1.0,60245957,40351246
1.0,60245957,70488318
1.0,60245957,80261258
1.0,60245957,70245952
1.0,60245957,296313
1.0,60245957,351248
1.0,60245957,60245962
1.0,60245957,40348715
1.0,60245957,90245946
1.0,40351246,40295528
1.0,60245962,40296311
1.0,60245962,40295528
1.0,60295532,90245946
1.0,70245952,40348715
1.0,70245952,40295528
1.0,70245952,40296311
1.0,70245952,60293566
1.0,70245952,90294512
1.0,70245952,60295532
1.0,70245952,40291672
1.0,70245952,40291667
1.0,70245952,40351246
1.0,70245952,70488318
1.0,70245952,80261258
1.0,70245952,60245957
1.0,70245952,296313
1.0,70245952,351248
1.0,70245952,60245962
1.0,70245952,90245946
1.0,60295532,40348715
1.0,60295532,40295528
1.0,60295532,40296311
1.0,60295532,60293566
1.0,60295532,90294512
1.0,60295532,40291672
1.0,60295532,40291667
1.0,60295532,40351246
1.0,60295532,70488318
1.0,60295532,80261258
1.0,60295532,70245952
1.0,60295532,60245957
1.0,60295532,296313
1.0,60295532,351248
1.0,60295532,60245962
1.0,40351246,40296311
1.0,40351246,90294512
1.0,90404822,80331930
1.0,40296311,40348715
1.0,40291672,60295532
1.0,40291672,90294512
1.0,40291672,60293566
1.0,40291672,40296311
1.0,40291672,40295528
1.0,40296311,90245946
1.0,40296311,60245962
1.0,40351246,60295532
1.0,40296311,351248
1.0,40296311,296313
1.0,40296311,60245957
1.0,40296311,70245952
1.0,40296311,80261258
1.0,40296311,70488318
1.0,40291672,40291667
1.0,40291672,40351246
1.0,40291672,70488318
1.0,40291672,80261258
1.0,40291672,70245952
1.0,40291672,60245957
1.0,40291672,296313
1.0,40291672,351248
1.0,40291672,60245962
1.0,40291672,40348715
1.0,40291672,90245946
1.0,40291667,40295528
1.0,40291667,40296311
1.0,40291667,60293566
1.0,40291667,90294512
1.0,40291667,60295532
1.0,40291667,40291672
1.0,40296311,40351246
1.0,40296311,40291667
1.0,40296311,40291672
1.0,40348715,90294512
1.0,40351246,40291672
1.0,40351246,40291667
1.0,40351246,70488318
1.0,40351246,80261258
1.0,40351246,70245952
1.0,40351246,60245957
1.0,40351246,296313
1.0,40351246,351248
1.0,40351246,60245962
1.0,40351246,40348715
1.0,40351246,90245946
1.0,40348715,40295528
1.0,40348715,40296311
1.0,40348715,60293566
1.0,40348715,60295532
1.0,40296311,60295532
1.0,40348715,40291672
1.0,40348715,40291667
1.0,40348715,40351246
1.0,40348715,70488318
1.0,40348715,80261258
1.0,40348715,70245952
1.0,40348715,60245957
1.0,40348715,296313
1.0,40348715,351248
1.0,40348715,60245962
1.0,40348715,90245946
1.0,40296311,40295528
1.0,40296311,60293566
1.0,40296311,90294512
1.0,70488318,90245946
1.0,70488318,40348715
1.0,70488318,60245962
1.0,80257261,70214559
1.0,80257261,70277957
1.0,80257261,80509481
1.0,80257261,90404822
1.0,80257261,50257253
1.0,80257261,90256893
1.0,80257261,90277961
1.0,80257261,30256891
1.0,70488318,351248
1.0,80257261,70256931
1.0,80257261,70346932
1.0,80257261,70214564
1.0,80257261,20214566
1.0,80257261,70277995
1.0,80257261,40211977
1.0,80257261,30277959
1.0,80257261,40256895
1.0,80257261,80214549
1.0,80257261,40277992
1.0,50257253,40211977
1.0,50257253,70277995
1.0,50257253,20214566
1.0,50257253,70214564
1.0,50257253,70346932
1.0,50257253,70256931
1.0,50257253,30256891
1.0,50257253,70214559
1.0,50257253,90277961
1.0,50257253,90256893
1.0,50257253,90404822
1.0,50257253,80509481
1.0,50257253,70277957
1.0,80509481,80257261
1.0,80509481,40277992
1.0,80509481,80214549
1.0,90404822,90246352
1.0,90404822,70246386
1.0,90404822,40501892
1.0,90404822,90277961
1.0,90404822,90256893
1.0,90404822,30275861
1.0,90404822,50257253
1.0,90404822,80509481
1.0,90404822,20207410
1.0,90404822,214505
1.0,90404822,90338417
1.0,90404822,40256895
1.0,90404822,80214549
1.0,90404822,40277992
1.0,90404822,80257261
1.0,90404822,70257638
1.0,80509481,40256895
1.0,80509481,40211977
1.0,80509481,70277995
1.0,80509481,20214566
1.0,80509481,70214564
1.0,80509481,70346932
1.0,80509481,70256931
1.0,80509481,30256891
1.0,80509481,70214559
1.0,80509481,90277961
1.0,80509481,90256893
1.0,80509481,50257253
1.0,80509481,90404822
1.0,80509481,70277957
1.0,80509481,30277959
1.0,50257253,30277959
1.0,50257253,40256895
1.0,50257253,80214549
1.0,10178601,90434961
1.0,90434961,80331930
1.0,90434961,50357002
1.0,90434961,10257306
1.0,90434961,30263245
1.0,90434961,20201724
1.0,90434961,70277981
1.0,90434961,40201723
1.0,10178601,30256891
1.0,10178601,214505
1.0,10178601,90256893
1.0,10178601,80331930
1.0,10178601,50357002
1.0,10178601,10257306
1.0,10178601,30263245
1.0,10178601,20201724
1.0,90434961,90256893
1.0,10178601,70277981
1.0,10178601,40201723
1.0,70488318,40295528
1.0,70488318,40296311
1.0,70488318,60293566
1.0,70488318,90294512
1.0,70488318,60295532
1.0,70488318,40291672
1.0,70488318,40291667
1.0,70488318,40351246
1.0,70488318,80261258
1.0,70488318,70245952
1.0,70488318,60245957
1.0,70488318,296313
1.0,90434961,10178601
1.0,90434961,214505
1.0,50257253,40277992
1.0,40277992,80509481
1.0,50257253,80257261
1.0,40277992,40211977
1.0,40277992,70277995
1.0,40277992,20214566
1.0,40277992,277989
1.0,40277992,257646
1.0,40277992,70214564
1.0,40277992,70346932
1.0,40277992,70256931
1.0,40277992,30256891
1.0,40277992,70214559
1.0,40277992,90277961
1.0,40277992,50257253
1.0,40277992,90404822
1.0,40277992,30277959
1.0,90434961,30256891
1.0,40277992,257302
1.0,40277992,40256895
1.0,40277992,80214549
1.0,40277992,80257261
1.0,426828,60481384
1.0,426828,228705
1.0,60481384,426828
1.0,60481384,228705
1.0,20488504,30428326
1.0,20488504,60498110
1.0,30428326,60498110
1.0,30428326,20488504
1.0,60498110,30428326
1.0,60498110,20488504
1.0,80502111,90066708
1.0,80502111,20440362
1.0,20204652,212554
1.0,285036,60335199
1.0,285036,20297279
1.0,285036,10301960
1.0,285036,80524882
1.0,285036,80213432
1.0,285036,40205599
1.0,285036,80205535
1.0,285036,20359229
1.0,212554,30312236
1.0,285036,80398058
1.0,285036,205493
1.0,285036,10205633
1.0,285036,10205614
1.0,285036,40234436
1.0,285036,50205495
1.0,285036,50238858
1.0,285036,50285034
1.0,285036,4375085
1.0,285036,60205485
1.0,285036,90285032
1.0,285036,90205498
1.0,285036,10311539
1.0,212554,30261307
1.0,212554,30238859
1.0,212554,10205483
1.0,212554,80208261
1.0,212554,70213569
1.0,212554,70205480
1.0,212554,30205613
1.0,212554,20204652
1.0,212554,10338421
1.0,212554,70285028
1.0,285036,40204651
1.0,285036,205662
1.0,285036,212554
1.0,285036,30238859
1.0,10205633,40205599
1.0,10205633,80213432
1.0,10205633,80524882
1.0,10205633,10301960
1.0,10205633,20297279
1.0,10205633,50238858
1.0,10205633,50285034
1.0,10205633,4375085
1.0,10205633,60205485
1.0,10205633,90285032
1.0,10205633,90205498
1.0,10205633,10311539
1.0,10205633,285036
1.0,285036,30261307
1.0,285036,10205483
1.0,285036,90205484
1.0,285036,80208261
1.0,285036,70213569
1.0,285036,70205480
1.0,285036,30205613
1.0,285036,20204652
1.0,285036,10338421
1.0,285036,70285028
1.0,285036,205501
1.0,285036,30312236
1.0,285036,30205496
1.0,285036,20285040
1.0,285036,60285024
1.0,285036,80519946
1.0,285036,30212562
1.0,212554,205501
1.0,212554,30205496
1.0,205662,90285032
1.0,205662,20285040
1.0,205662,40204651
1.0,205662,212554
1.0,205662,90205484
1.0,205662,30212562
1.0,205662,80519946
1.0,205662,60285024
1.0,205662,30205496
1.0,212554,20285040
1.0,205662,30312236
1.0,205662,205501
1.0,205662,70285028
1.0,205662,10338421
1.0,205662,20204652
1.0,205662,30205613
1.0,205662,50205495
1.0,205662,40234436
1.0,205662,10205614
1.0,205662,10205633
1.0,205662,205493
1.0,205662,80398058
1.0,205662,20359229
1.0,205662,60335199
1.0,205662,80205535
1.0,205662,40205599
1.0,205662,80213432
1.0,205662,80524882
1.0,205662,10301960
1.0,205662,20297279
1.0,205662,50238858
1.0,205662,50285034
1.0,205662,4375085
1.0,205662,70205480
1.0,205662,70213569
1.0,205662,80208261
1.0,212554,80205535
1.0,212554,60285024
1.0,212554,80519946
1.0,212554,30212562
1.0,212554,90205484
1.0,212554,205662
1.0,212554,40204651
1.0,212554,50205495
1.0,212554,40234436
1.0,212554,10205614
1.0,212554,10205633
1.0,212554,205493
1.0,212554,80398058
1.0,212554,20359229
1.0,212554,60335199
1.0,212554,40205599
1.0,205662,10205483
1.0,212554,80213432
1.0,212554,80524882
1.0,212554,10301960
1.0,212554,20297279
1.0,212554,50238858
1.0,212554,50285034
1.0,212554,4375085
1.0,212554,60205485
1.0,212554,90285032
1.0,212554,90205498
1.0,212554,10311539
1.0,212554,285036
1.0,205662,30261307
1.0,205662,30238859
1.0,10205633,80205535
1.0,10205633,60335199
1.0,10205633,20359229
1.0,10311539,90205484
1.0,10311539,10205614
1.0,10311539,40234436
1.0,10311539,50205495
1.0,10311539,40204651
1.0,10311539,205662
1.0,10311539,212554
1.0,10311539,30212562
1.0,10205633,80398058
1.0,10311539,80519946
1.0,10311539,60285024
1.0,10311539,20285040
1.0,10311539,30205496
1.0,10311539,30312236
1.0,10311539,205501
1.0,10311539,10205633
1.0,10311539,205493
1.0,10311539,80398058
1.0,10311539,20359229
1.0,10311539,60335199
1.0,10311539,80205535
1.0,10311539,40205599
1.0,10311539,80213432
1.0,10311539,80524882
1.0,10311539,10301960
1.0,10311539,20297279
1.0,10311539,50238858
1.0,10311539,50285034
1.0,10311539,4375085
1.0,10311539,60205485
1.0,10311539,90285032
1.0,10311539,90205498
1.0,10311539,70285028
1.0,10311539,10338421
1.0,10311539,20204652
1.0,20204652,10301960
1.0,20204652,205662
1.0,20204652,40204651
1.0,20204652,50205495
1.0,20204652,40234436
1.0,20204652,10205614
1.0,20204652,10205633
1.0,20204652,205493
1.0,20204652,80398058
1.0,20204652,20359229
1.0,20204652,60335199
1.0,20204652,80205535
1.0,20204652,40205599
1.0,20204652,80213432
1.0,20204652,80524882
1.0,20204652,20297279
1.0,10311539,30205613
1.0,20204652,50238858
1.0,20204652,50285034
1.0,20204652,4375085
1.0,20204652,60205485
1.0,20204652,90285032
1.0,20204652,90205498
1.0,20204652,10311539
1.0,20204652,285036
1.0,10311539,30261307
1.0,10311539,30238859
1.0,10311539,10205483
1.0,10311539,80208261
1.0,10311539,70213569
1.0,10311539,70205480
1.0,10311539,285036
1.0,10301960,30261307
1.0,10301960,30238859
1.0,10205633,70285028
1.0,10301960,60205485
1.0,10301960,90285032
1.0,10301960,90205498
1.0,10301960,10311539
1.0,10301960,285036
1.0,10205633,30261307
1.0,10205633,30238859
1.0,10205633,10205483
1.0,10205633,80208261
1.0,10205633,70213569
1.0,10205633,70205480
1.0,10205633,30205613
1.0,10205633,20204652
1.0,10205633,10338421
1.0,10205633,205501
1.0,10301960,50285034
1.0,10205633,30312236
1.0,10205633,30205496
1.0,10205633,20285040
1.0,10205633,60285024
1.0,10205633,80519946
1.0,10205633,30212562
1.0,10205633,90205484
1.0,10205633,212554
1.0,10205633,205662
1.0,10205633,40204651
1.0,10205633,50205495
1.0,10205633,40234436
1.0,10205633,10205614
1.0,10205633,205493
1.0,10301960,4375085
1.0,10301960,50238858
1.0,10301960,10205483
1.0,10301960,90205484
1.0,10301960,80208261
1.0,10301960,70213569
1.0,10301960,70205480
1.0,10301960,30205613
1.0,10301960,20204652
1.0,10301960,10338421
1.0,10301960,70285028
1.0,10301960,205501
1.0,10301960,30312236
1.0,10301960,30205496
1.0,10301960,20285040
1.0,10301960,60285024
1.0,10301960,80519946
1.0,10301960,30212562
1.0,10301960,212554
1.0,10301960,20297279
1.0,10301960,205662
1.0,10301960,40204651
1.0,10301960,50205495
1.0,10301960,40234436
1.0,10301960,10205614
1.0,10301960,10205633
1.0,10301960,205493
1.0,10301960,80398058
1.0,10301960,20359229
1.0,10301960,60335199
1.0,10301960,80205535
1.0,10301960,40205599
1.0,10301960,80213432
1.0,10301960,80524882
1.0,205662,60205485
1.0,205662,90205498
1.0,90066708,10339171
1.0,80398058,10338421
1.0,80398058,60285024
1.0,80398058,20285040
1.0,80398058,30205496
1.0,80398058,30312236
1.0,80398058,205501
1.0,80398058,70285028
1.0,80398058,20204652
1.0,80398058,20297279
1.0,80398058,30205613
1.0,80398058,70205480
1.0,80398058,70213569
1.0,80398058,80208261
1.0,80398058,10205483
1.0,80398058,30238859
1.0,80398058,80519946
1.0,80398058,30212562
1.0,80398058,90205484
1.0,80398058,212554
1.0,80398058,205662
1.0,80398058,40204651
1.0,80398058,50205495
1.0,80398058,40234436
1.0,80398058,10205614
1.0,80398058,10205633
1.0,80398058,205493
1.0,80398058,20359229
1.0,80398058,60335199
1.0,80398058,80205535
1.0,80398058,40205599
1.0,80398058,80213432
1.0,80398058,80524882
1.0,80398058,30261307
1.0,80213432,285036
1.0,10205483,285036
1.0,10205483,205493
1.0,10205483,30312236
1.0,10205483,30205496
1.0,10205483,20285040
1.0,10205483,60285024
1.0,10205483,80519946
1.0,10205483,30212562
1.0,10205483,90205484
1.0,10205483,212554
1.0,10205483,205662
1.0,10205483,40204651
1.0,10205483,50205495
1.0,10205483,40234436
1.0,10205483,10205614
1.0,10205483,10205633
1.0,10205483,80398058
1.0,10205483,10311539
1.0,10205483,20359229
1.0,10205483,60335199
1.0,10205483,80205535
1.0,10205483,40205599
1.0,10205483,80213432
1.0,10205483,80524882
1.0,10205483,10301960
1.0,10205483,20297279
1.0,10205483,50238858
1.0,10205483,50285034
1.0,10205483,4375085
1.0,10205483,60205485
1.0,10205483,90285032
1.0,10205483,90205498
1.0,80398058,10301960
1.0,80398058,50238858
1.0,205662,10311539
1.0,4375085,50238858
1.0,4375085,285036
1.0,4375085,10311539
1.0,4375085,90205498
1.0,4375085,90285032
1.0,4375085,60205485
1.0,4375085,50285034
1.0,4375085,20297279
1.0,80398058,50285034
1.0,4375085,10301960
1.0,4375085,80524882
1.0,4375085,80213432
1.0,4375085,40205599
1.0,4375085,80205535
1.0,4375085,60335199
1.0,90066708,80393249
1.0,90066708,20393247
1.0,90066708,20440362
1.0,90066708,10502379
1.0,90066708,70359199
1.0,90066708,461379
1.0,90066708,30466224
1.0,90066708,10499517
1.0,90066708,80461380
1.0,90066708,70177255
1.0,90066708,60280205
1.0,90066708,30393497
1.0,90066708,80066723
1.0,90066708,502105
1.0,90066708,50361792
1.0,90066708,50342237
1.0,90066708,80502111
1.0,4375085,20359229
1.0,4375085,80398058
1.0,4375085,205493
1.0,4375085,10338421
1.0,80398058,4375085
1.0,80398058,60205485
1.0,80398058,90285032
1.0,80398058,90205498
1.0,80398058,10311539
1.0,80398058,285036
1.0,4375085,30261307
1.0,4375085,30238859
1.0,4375085,10205483
1.0,4375085,80208261
1.0,4375085,70213569
1.0,4375085,70205480
1.0,4375085,30205613
1.0,4375085,20204652
1.0,4375085,70285028
1.0,4375085,10205633
1.0,4375085,205501
1.0,4375085,30312236
1.0,4375085,30205496
1.0,4375085,20285040
1.0,4375085,60285024
1.0,4375085,80519946
1.0,4375085,30212562
1.0,4375085,90205484
1.0,4375085,212554
1.0,4375085,205662
1.0,4375085,40204651
1.0,4375085,50205495
1.0,4375085,40234436
1.0,4375085,10205614
1.0,10205483,205501
1.0,10205483,70285028
1.0,10205483,10338421
1.0,205501,10311539
1.0,205493,70213569
1.0,205493,80208261
1.0,205493,10205483
1.0,205493,30238859
1.0,205493,30261307
1.0,205501,285036
1.0,205501,90205498
1.0,10205483,20204652
1.0,205501,90285032
1.0,205501,60205485
1.0,205501,4375085
1.0,205501,50285034
1.0,205501,50238858
1.0,205501,20297279
1.0,205493,70205480
1.0,205493,30205613
1.0,205493,20204652
1.0,205493,10338421
1.0,205493,70285028
1.0,205493,205501
1.0,205493,30312236
1.0,205493,30205496
1.0,205493,20285040
1.0,205493,60285024
1.0,205493,80519946
1.0,205493,30212562
1.0,205493,90205484
1.0,205493,212554
1.0,205493,205662
1.0,205493,40204651
1.0,205493,50205495
1.0,205501,10301960
1.0,205501,80524882
1.0,205501,80213432
1.0,205501,60285024
1.0,205662,285036
1.0,205501,30261307
1.0,205501,30238859
1.0,205501,10205483
1.0,205501,80208261
1.0,205501,70213569
1.0,205501,70205480
1.0,205501,30205613
1.0,205501,20204652
1.0,205501,10338421
1.0,205501,70285028
1.0,205501,30312236
1.0,205501,30205496
1.0,205501,20285040
1.0,205501,80519946
1.0,205501,40205599
1.0,205501,30212562
1.0,205501,90205484
1.0,205501,212554
1.0,205501,205662
1.0,205501,40204651
1.0,205501,50205495
1.0,205501,40234436
1.0,205501,10205614
1.0,205501,10205633
1.0,205501,205493
1.0,205501,80398058
1.0,205501,20359229
1.0,205501,60335199
1.0,205501,80205535
1.0,205493,40234436
1.0,205493,10205614
1.0,205493,10205633
1.0,10338421,10301960
1.0,10338421,205662
1.0,10338421,40204651
1.0,10338421,50205495
1.0,10338421,40234436
1.0,10338421,10205614
1.0,10338421,10205633
1.0,10338421,205493
1.0,10338421,80398058
1.0,10338421,20359229
1.0,10338421,60335199
1.0,10338421,80205535
1.0,10338421,40205599
1.0,10338421,80213432
1.0,10338421,80524882
1.0,10338421,20297279
1.0,10338421,90205484
1.0,10338421,50238858
1.0,10338421,50285034
1.0,10338421,4375085
1.0,10338421,60205485
1.0,10338421,90285032
1.0,10338421,90205498
1.0,10338421,10311539
1.0,10338421,285036
1.0,10205483,30261307
1.0,10205483,30238859
1.0,10205483,80208261
1.0,10205483,70213569
1.0,10205483,70205480
1.0,10205483,30205613
1.0,10338421,212554
1.0,10338421,30212562
1.0,205493,80398058
1.0,205493,10311539
1.0,205493,20359229
1.0,205493,60335199
1.0,205493,80205535
1.0,205493,40205599
1.0,205493,80213432
1.0,205493,80524882
1.0,205493,10301960
1.0,205493,20297279
1.0,205493,50238858
1.0,205493,50285034
1.0,205493,4375085
1.0,205493,60205485
1.0,205493,90285032
1.0,205493,90205498
1.0,205493,285036
1.0,10338421,80519946
1.0,10338421,30261307
1.0,10338421,30238859
1.0,10338421,10205483
1.0,10338421,80208261
1.0,10338421,70213569
1.0,10338421,70205480
1.0,10338421,30205613
1.0,10338421,20204652
1.0,10338421,70285028
1.0,10338421,205501
1.0,10338421,30312236
1.0,10338421,30205496
1.0,10338421,20285040
1.0,10338421,60285024
1.0,80208261,30261307
1.0,10365928,30366007
1.0,80213432,10311539
1.0,60344735,257298
1.0,300386,70277957
1.0,300386,20527732
1.0,300386,50214560
1.0,300386,30256891
1.0,20527732,300386
1.0,20527732,90246352
1.0,20527732,70277957
1.0,20527732,50214560
1.0,20527732,30256891
1.0,277989,40277992
1.0,277989,70277957
1.0,459913,80448973
1.0,80448973,459913
1.0,40102978,90455086
1.0,40102978,20204647
1.0,300386,90246352
1.0,60344735,30214504
1.0,50427632,90455086
1.0,60344735,30263245
1.0,60344735,50404032
1.0,60344735,70257638
1.0,60344735,90246352
1.0,60344735,50214560
1.0,60344735,10446883
1.0,60344735,70238541
1.0,60344735,70277957
1.0,60344735,30256891
1.0,60344735,30404028
1.0,60344735,90529087
1.0,60344735,70246386
1.0,60344735,10203610
1.0,60344735,70404026
1.0,60344735,338412
1.0,60344735,20246708
1.0,40102978,50427632
1.0,50427632,40102978
1.0,70404026,30214504
1.0,20557413,40381291
1.0,20557413,10511208
1.0,20557413,70381275
1.0,20557413,50335091
1.0,20557413,40537971
1.0,40381286,80515585
1.0,40381286,40381291
1.0,40381286,50177223
1.0,40381286,10511208
1.0,40381286,20557413
1.0,40381286,70381275
1.0,40381286,50335091
1.0,40381286,40537971
1.0,40381291,40381286
1.0,40381291,80515585
1.0,40381291,50177223
1.0,20557413,50177223
1.0,20557413,80515585
1.0,50427632,20204647
1.0,20557413,40381286
1.0,90455086,40102978
1.0,90455086,20204647
1.0,90455086,50427632
1.0,20204647,90455086
1.0,20204647,40102978
1.0,20204647,50427632
1.0,30533520,90347351
1.0,10511208,40381286
1.0,10511208,80515585
1.0,10511208,40381291
1.0,10511208,50177223
1.0,10511208,20557413
1.0,10511208,70381275
1.0,10511208,50335091
1.0,10511208,40537971
1.0,70404026,257298
1.0,70404026,50334303
1.0,40381291,20557413
1.0,40331055,50330951
1.0,338412,70257638
1.0,338412,90246352
1.0,338412,50214560
1.0,338412,10446883
1.0,338412,70238541
1.0,338412,60344735
1.0,338412,70277957
1.0,338412,30256891
1.0,338412,30404028
1.0,338412,90529087
1.0,338412,70246386
1.0,338412,10203610
1.0,338412,70404026
1.0,338412,20246708
1.0,338412,30263245
1.0,338412,50404032
1.0,40331055,331057
1.0,338412,257298
1.0,40331055,40497828
1.0,331057,60505511
1.0,331057,70330945
1.0,331057,20331198
1.0,331057,90331166
1.0,331057,60331200
1.0,331057,336432
1.0,331057,40331055
1.0,331057,40497828
1.0,331057,50330951
1.0,40331055,60505511
1.0,40331055,70330945
1.0,40331055,20331198
1.0,40331055,90331166
1.0,40331055,60331200
1.0,40331055,336432
1.0,338412,30214504
1.0,90529087,50404032
1.0,70404026,30263245
1.0,70404026,50214560
1.0,70404026,214505
1.0,70404026,10446883
1.0,70404026,10211276
1.0,70404026,70238541
1.0,70404026,30277959
1.0,70404026,60344735
1.0,70404026,90256893
1.0,70404026,20246360
1.0,70404026,70214559
1.0,70404026,90529087
1.0,70404026,10203610
1.0,70404026,10246308
1.0,70404026,421185
1.0,70404026,338412
1.0,70404026,20214566
1.0,70404026,60442383
1.0,70404026,40458191
1.0,90529087,70257638
1.0,90529087,257298
1.0,90529087,90246352
1.0,90529087,50214560
1.0,90529087,10446883
1.0,90529087,70238541
1.0,90529087,60344735
1.0,90529087,70277957
1.0,90529087,30256891
1.0,90529087,30404028
1.0,90529087,70246386
1.0,90529087,10203610
1.0,90529087,70404026
1.0,90529087,338412
1.0,90529087,20246708
1.0,90529087,30263245
1.0,90529087,30214504
1.0,40381291,10511208
1.0,40381291,70381275
1.0,40442195,90124534
1.0,10381909,30217135
1.0,10381909,30217159
1.0,10381909,60217228
1.0,10381909,359206
1.0,30217135,50498889
1.0,30217135,20219936
1.0,30217135,50278726
1.0,30217135,60381898
1.0,30217135,521948
1.0,30217135,80429408
1.0,30217135,10381909
1.0,30217135,50456554
1.0,30217135,50219893
1.0,30217135,40442195
1.0,30217135,50359195
1.0,30217135,70420936
1.0,10381909,50486650
1.0,10381909,90124534
1.0,30217135,60454026
1.0,10381909,60454026
1.0,521948,30217159
1.0,521948,60217228
1.0,521948,359206
1.0,10381909,50498889
1.0,10381909,20219936
1.0,10381909,50278726
1.0,10381909,60381898
1.0,10381909,521948
1.0,10381909,80429408
1.0,10381909,50456554
1.0,10381909,50219893
1.0,10381909,40442195
1.0,10381909,50359195
1.0,10381909,70420936
1.0,10381909,40399998
1.0,30217135,40399998
1.0,30217135,90124534
1.0,521948,30217135
1.0,30217159,90124534
1.0,30217159,50486650
1.0,30217159,60217228
1.0,30217159,359206
1.0,40442195,50498889
1.0,40442195,20219936
1.0,40442195,50278726
1.0,40442195,60381898
1.0,40442195,521948
1.0,40442195,80429408
1.0,40442195,10381909
1.0,40442195,50456554
1.0,40442195,50219893
1.0,40442195,50359195
1.0,40442195,70420936
1.0,40442195,40399998
1.0,30217159,30217135
1.0,30217159,60454026
1.0,30217135,50486650
1.0,30217159,40399998
1.0,30217135,30217159
1.0,30217135,60217228
1.0,30217135,359206
1.0,30217159,50498889
1.0,30217159,20219936
1.0,30217159,50278726
1.0,30217159,60381898
1.0,30217159,521948
1.0,30217159,80429408
1.0,30217159,10381909
1.0,30217159,50456554
1.0,30217159,50219893
1.0,30217159,40442195
1.0,30217159,50359195
1.0,30217159,70420936
1.0,521948,50486650
1.0,521948,90124534
1.0,40381291,50335091
1.0,50335091,40381286
1.0,50335091,40381291
1.0,50335091,50177223
1.0,50335091,10511208
1.0,50335091,20557413
1.0,50335091,70381275
1.0,50335091,40537971
1.0,70381275,40381286
1.0,70381275,80515585
1.0,70381275,40381291
1.0,70381275,50177223
1.0,70381275,10511208
1.0,70381275,20557413
1.0,70381275,50335091
1.0,70381275,40537971
1.0,80515585,40381286
1.0,50335091,80515585
1.0,50177223,40537971
1.0,80515585,50177223
1.0,50177223,50335091
1.0,40381291,40537971
1.0,40537971,40381286
1.0,40537971,80515585
1.0,40537971,40381291
1.0,40537971,50177223
1.0,40537971,10511208
1.0,40537971,20557413
1.0,40537971,70381275
1.0,40537971,50335091
1.0,50177223,40381286
1.0,50177223,80515585
1.0,50177223,40381291
1.0,50177223,10511208
1.0,50177223,20557413
1.0,50177223,70381275
1.0,80515585,40381291
1.0,80515585,10511208
1.0,521948,60454026
1.0,359206,90124534
1.0,359206,50486650
1.0,359206,30217159
1.0,359206,60217228
1.0,521948,50498889
1.0,521948,20219936
1.0,521948,50278726
1.0,521948,60381898
1.0,521948,80429408
1.0,521948,10381909
1.0,521948,50456554
1.0,521948,50219893
1.0,521948,40442195
1.0,521948,50359195
1.0,521948,70420936
1.0,521948,40399998
1.0,359206,30217135
1.0,359206,60454026
1.0,80515585,20557413
1.0,359206,40399998
1.0,80515585,70381275
1.0,80515585,50335091
1.0,80515585,40537971
1.0,359206,50498889
1.0,359206,20219936
1.0,359206,50278726
1.0,359206,60381898
1.0,359206,521948
1.0,359206,80429408
1.0,359206,10381909
1.0,359206,50456554
1.0,359206,50219893
1.0,359206,40442195
1.0,359206,50359195
1.0,359206,70420936
1.0,336432,50330951
1.0,336432,331057
1.0,336432,40497828
1.0,80230224,90256893
1.0,20293568,324518
1.0,20293568,50324511
1.0,20293568,30324507
1.0,20293568,10443974
1.0,30324507,20293568
1.0,30324507,324518
1.0,30324507,50324511
1.0,30324507,10443974
1.0,50324511,20293568
1.0,50324511,324518
1.0,50324511,30324507
1.0,50324511,10443974
1.0,453058,60512861
1.0,453058,90488143
